index,text,actual,predicted
85,"Let ABCD be a cyclic convex quadrilateral and Gamma be its circumcircle. Let E be the intersection of the diagonals of AC and BD. Let L be the center of the circle tangent to sides AB, BC, and CD, and let M be the midpoint of the arc BC of Gamma not containing A and D. Prove that the excenter of triangle BCE opposite E lies on the line LM.",5.828571428571428,6.143202
180,"Determine the maximum value of m^2+n^2, where m and n are integers in the range 1,2, ldots,1981 satisfying (n^2-mn-m^2)^2=1.",5.83011583011583,6.567326
235,"Let ABC be a triangle with AB = AC . The angle bisectors of angle C AB and angle AB C meet the sides B C and C A at D and E , respectively. Let K be the incentre of triangle ADC. Suppose that angle B E K = 45^ circ . Find all possible values of angle C AB . Jan Vonk, Belgium, Peter Vandendriessche, Belgium and Hojoo Lee, Korea",5.835651074589128,5.7308235
220,"Let k,m,n be natural numbers such that m+k+1 is a prime greater than n+1. Let c_s=s(s+1). Prove that (c_{m+1}-c_k)(c_{m+2}-c_k) ldots(c_{m+n}-c_k) is divisible by the product c_1c_2 ldots c_n.",5.844594594594595,6.198237
266,"We consider a fixed point P in the interior of a fixed sphere. We construct three segments PA, PB,PC, perpendicular two by two, with the vertexes A, B, C on the sphere. We consider the vertex Q which is opposite to P in the parallelepiped (with right angles) with PA, PB, PC as edges. Find the locus of the point Q when A, B, C take all the positions compatible with our problem.",5.845959595959595,6.381965
205,"Let n be a positive integer. Find the greatest possible integer m, in terms of n, with the following property: a table with m rows and n columns can be filled with real numbers in such a manner that for any two different rows left[ {{a_1},{a_2}, ldots,{a_n}} right] and left[ {{b_1},{b_2}, ldots,{b_n}} right] the following holds: max left( { left| {{a_1} - {b_1}} right|, left| {{a_2} - {b_2}} right|,..., left| {{a_n} - {b_n}} right|} right) = 1 Poland (Tomasz Kobos)",5.877551020408163,6.7683063
13,Let 0<f(1)<f(2)<f(3)< ldots a sequence with all its terms positive. The n-th positive integer which doesn't belong to the sequence is f(f(n))+1. Find f(240).,5.880681818181818,6.1788397
275,"Chords AB and CD of a circle intersect at a point E inside the circle. Let M be an interior point of the segment EB. The tangent line at E to the circle through D, E, and M intersects the lines BC and AC at F and G, respectively. If frac {AM}{AB} = t, find frac {EG}{EF} in terms of t.",5.890538033395176,5.9792223
240,"Let ABC be a triangle with orthocentre H, and let D, E, and F denote the respective midpoints of line segments AB, AC, and AH. The reflections of B and C in F are P and Q, respectively. (a) Show that lines PE and QD intersect on the circumcircle of triangle ABC. (b) Prove that lines PD and QE intersect on line segment AH.",5.907990314769975,6.1936493
128,"Let A be one of the two distinct points of intersection of two unequal coplanar circles C_1 and C_2 with centers O_1 and O_2 respectively. One of the common tangents to the circles touches C_1 at P_1 and C_2 at P_2, while the other touches C_1 at Q_1 and C_2 at Q_2. Let M_1 be the midpoint of P_1Q_1 and M_2 the midpoint of P_2Q_2. Prove that angle O_1AO_2= angle M_1AM_2.",5.928571428571429,6.79052
18,"A collection of n squares on the plane is called tri-connected if the following criteria are satisfied: (i) All the squares are congruent. (ii) If two squares have a point P in common, then P is a vertex of each of the squares. (iii) Each square touches exactly three other squares. How many positive integers n are there with 2018 leq n leq 3018, such that there exists a collection of n squares that is tri-connected?",5.942857142857143,6.0455866
149,"Find all the pairs of positive integers (x,p) such that p is a prime, x leq 2p and x^{p-1} is a divisor of (p-1)^{x}+1.",5.987301587301587,6.1529436
262,"A deck of n > 1 cards is given. A positive integer is written on each card. The deck has the property that the arithmetic mean of the numbers on each pair of cards is also the geometric mean of the numbers on some collection of one or more cards. For which n does it follow that the numbers on the cards are all equal? Proposed by Oleg Kosik, Estonia",6.00417439703154,6.527028
264,Prove that cos{ frac{ pi}{7}}- cos{ frac{2 pi}{7}}+ cos{ frac{3 pi}{7}}= frac{1}{2},6.041666666666668,6.5262146
369,"Let a, b, c be positive real numbers so that abc = 1. Prove that left( a - 1 + frac 1b right) left( b - 1 + frac 1c right) left( c - 1 + frac 1a right) leq 1.",6.045863030678649,5.671938
387,"In a contest, there are m candidates and n judges, where n geq 3 is an odd integer. Each candidate is evaluated by each judge as either pass or fail. Suppose that each pair of judges agrees on at most k candidates. Prove that { frac{k}{m}} geq { frac{n-1}{2n}}.",6.092737811114899,5.9162407
316,"A box whose shape is a parallelepiped can be completely filled with cubes of side 1. If we put in it the maximum possible number of cubes, each of volume 2, with the sides parallel to those of the box, then exactly 40 percent of the volume of the box is occupied. Determine the possible dimensions of the box.",6.106115107913669,6.2888207
45,"Let n be a positive integer. We have n boxes where each box contains a non-negative number of pebbles. In each move we are allowed to take two pebbles from a box we choose, throw away one of the pebbles and put the other pebble in another box we choose. An initial configuration of pebbles is called solvable if it is possible to reach a configuration with no empty box, in a finite (possibly zero) number of moves. Determine all initial configurations of pebbles which are not solvable, but become solvable when an additional pebble is added to a box, no matter which box is chosen.",6.116883116883116,7.37871
242,"Let k be a positive integer. Lexi has a dictionary mathbb{D} consisting of some k-letter strings containing only the letters A and B. Lexi would like to write either the letter A or the letter B in each cell of a k times k grid so that each column contains a string from mathbb{D} when read from top-to-bottom and each row contains a string from mathbb{D} when read from left-to-right. What is the smallest integer m such that if mathbb{D} contains at least m different strings, then Lexi can fill her grid in this manner, no matter what strings are in mathbb{D}?",6.130114017437962,6.4044633
142,"Let a_1, a_2, ldots be an infinite sequence of positive integers. Suppose that there is an integer N > 1 such that, for each n geq N, the number frac{a_1}{a_2} + frac{a_2}{a_3} + cdots + frac{a_{n-1}}{a_n} + frac{a_n}{a_1}is an integer. Prove that there is a positive integer M such that a_m = a_{m+1} for all m geq M. Proposed by Bayarmagnai Gombodorj, Mongolia",6.149591149591149,6.766369
291,"Let A(n) denote the number of sequences a_1 ge a_2 ge cdots{} ge a_k of positive integers for which a_1+ cdots{}+a_k = n and each a_i +1 is a power of two (i = 1,2, cdots{},k). Let B(n) denote the number of sequences b_1 ge b_2 ge cdots{} ge b_m of positive integers for which b_1+ cdots{}+b_m =n and each inequality b_j ge 2b_{j+1} holds (j=1,2, cdots{}, m-1). Prove that A(n) = B(n) for every positive integer n. Senior Problems Committee of the Australian Mathematical Olympiad Committee",6.171428571428571,6.0381613
223,"Let mathbb{N} be the set of positive integers. Let f be a function defined on mathbb{N}, which satisfies the inequality f(n + 1) > f(f(n)) for all n in mathbb{N}. Prove that for any n we have f(n) = n.",6.182432432432432,6.3076687
106,"Find the greatest positive integer N with the following property: there exist integers x_1, . . . , x_N such that x^2_i - x_ix_j is not divisible by 1111 for any i ne j.",6.190476190476191,6.689384
215,"f and g are real-valued functions defined on the real line. For all x and y, f(x+y)+f(x-y)=2f(x)g(y). f is not identically zero and |f(x)| le1 for all x. Prove that |g(x)| le1 for all x.",6.208277703604806,6.8554893
310,"Six points are chosen on the sides of an equilateral triangle ABC: A_1, A_2 on BC, B_1, B_2 on CA and C_1, C_2 on AB, such that they are the vertices of a convex hexagon A_1A_2B_1B_2C_1C_2 with equal side lengths. Prove that the lines A_1B_2, B_1C_2 and C_1A_2 are concurrent. Bogdan Enescu, Romania",6.265664160401002,6.488718
70,Consider an isosceles triangle. let R be the radius of its circumscribed circle and r be the radius of its inscribed circle. Prove that the distance d between the centers of these two circle is d= sqrt{R(R-2r)},6.2745098039215685,7.180201
48,"Given a triangle ABC, with I as its incenter and Gamma as its circumcircle, AI intersects Gamma again at D. Let E be a point on the arc BDC, and F a point on the segment BC, such that angle BAF= angle CAE < dfrac12 angle BAC. If G is the midpoint of IF, prove that the meeting point of the lines EI and DG lies on Gamma. Proposed by Tai Wai Ming and Wang Chongli, Hong Kong",6.317829457364342,7.2260847
147,"On a line l there are three different points A, B and P in that order. Let a be the line through A perpendicular to l, and let b be the line through B perpendicular to l. A line through P, not coinciding with l, intersects a in Q and b in R. The line through A perpendicular to BQ intersects BQ in L and BR in T. The line through B perpendicular to AR intersects AR in K and AQ in S. (a) Prove that P, T, S are collinear. (b) Prove that P, K, L are collinear. (2nd Benelux Mathematical Olympiad 2010, Problem 3)",6.322751322751323,7.5047674
250,"Let m and n be two positive integers. Let a_1, a_2, ldots, a_m be m different numbers from the set {1, 2, ldots, n } such that for any two indices i and j with 1 leq i leq j leq m and a_i + a_j leq n, there exists an index k such that a_i + a_j = a_k. Show that frac {a_1 + a_2 + ... + a_m}{m} geq frac {n + 1}{2}.",6.341372912801484,6.5404487
393,"Let S = {1,2,3, cdots ,280 }. Find the smallest integer n such that each n-element subset of S contains five numbers which are pairwise relatively prime.",6.346153846153846,6.6366415
319,"Let n be a positive integer. Dominoes are placed on a 2n times 2n board in such a way that every cell of the board is adjacent to exactly one cell covered by a domino. For each n, determine the largest number of dominoes that can be placed in this way. (A domino is a tile of size 2 times 1 or 1 times 2. Dominoes are placed on the board in such a way that each domino covers exactly two cells of the board, and dominoes do not overlap. Two cells are said to be adjacent if they are different and share a common side.)",6.348396501457726,6.4535165
187,"Two planes, P and Q, intersect along the line p. The point A is given in the plane P, and the point C in the plane Q; neither of these points lies on the straight line p. Construct an isosceles trapezoid ABCD (with AB parallel CD) in which a circle can be inscribed, and with vertices B and D lying in planes P and Q respectively.",6.349206349206349,7.1300397
366,Solve the equation cos^n{x}- sin^n{x}=1 where n is a natural number.,6.349206349206349,6.4472466
11,"Let S be a square with sides length 100. Let L be a path within S which does not meet itself and which is composed of line segments A_0A_1,A_1A_2,A_2A_3, ldots,A_{n-1}A_n with A_0=A_n. Suppose that for every point P on the boundary of S there is a point of L at a distance from P no greater than frac {1} {2}. Prove that there are two points X and Y of L such that the distance between X and Y is not greater than 1 and the length of the part of L which lies between X and Y is not smaller than 198.",6.350540216086436,6.416255
129,"Let n ge 3 be an integer, and let a_2,a_3, ldots ,a_n be positive real numbers such that a_{2}a_{3} cdots a_{n}=1. Prove that (1 + a_2)^2 (1 + a_3)^3 dotsm (1 + a_n)^n > n^n. Proposed by Angelo Di Pasquale, Australia",6.356751109950379,7.1124973
340,"Let d be the sum of the lengths of all the diagonals of a plane convex polygon with n vertices (where n>3). Let p be its perimeter. Prove that: n-3<{2d over p}< Bigl[{n over2} Bigr] cdot Bigl[{n+1 over 2} Bigr]-2, where [x] denotes the greatest integer not exceeding x.",6.383928571428572,6.3894277
103,"Let mathbb{Z} denote the set of all integers. Find all polynomials P(x) with integer coefficients that satisfy the following property: For any infinite sequence a_1, a_2, dotsc of integers in which each integer in mathbb{Z} appears exactly once, there exist indices i < j and an integer k such that a_i +a_{i+1} + dotsb +a_j = P(k).",6.385714285714286,7.2278185
211,"A configuration of 4027 points in the plane is called Colombian if it consists of 2013 red points and 2014 blue points, and no three of the points of the configuration are collinear. By drawing some lines, the plane is divided into several regions. An arrangement of lines is good for a Colombian configuration if the following two conditions are satisfied: i) No line passes through any point of the configuration. ii) No region contains points of both colors. Find the least value of k such that for any Colombian configuration of 4027 points, there is a good arrangement of k lines. Proposed by Ivan Guo from Australia.",6.391976145296829,7.11892
389,"Consider five points A, B, C, D and E such that ABCD is a parallelogram and BCED is a cyclic quadrilateral. Let ell be a line passing through A. Suppose that ell intersects the interior of the segment DC at F and intersects line BC at G. Suppose also that EF = EG = EC. Prove that ell is the bisector of angle DAB. Author: Charles Leytem, Luxembourg",6.401098901098901,6.796192
179,"In a convex quadrilateral ABCD, the diagonal BD bisects neither the angle ABC nor the angle CDA. The point P lies inside ABCD and satisfies angle PBC= angle DBA quad text{and} quad angle PDC= angle BDA. Prove that ABCD is a cyclic quadrilateral if and only if AP=CP.",6.4109347442680775,7.831189
415,"Find all quadruples (a, b, p, n) of positive integers, such that p is a prime and a^3 + b^3 = p^n mbox{.} (2nd Benelux Mathematical Olympiad 2010, Problem 4)",6.428571428571428,6.375058
195,"In the plane the points with integer coordinates are the vertices of unit squares. The squares are coloured alternately black and white (as on a chessboard). For any pair of positive integers m and n, consider a right-angled triangle whose vertices have integer coordinates and whose legs, of lengths m and n, lie along edges of the squares. Let S_1 be the total area of the black part of the triangle and S_2 be the total area of the white part. Let f(m,n) = | S_1 - S_2 |. a) Calculate f(m,n) for all positive integers m and n which are either both even or both odd. b) Prove that f(m,n) leq frac 12 max {m,n } for all m and n. c) Show that there is no constant C in mathbb{R} such that f(m,n) < C for all m and n.",6.462732919254659,6.8308673
131,"Determine all functions f from the set of positive integers to the set of positive integers such that, for all positive integers a and b, there exists a non-degenerate triangle with sides of lengths a, f(b) text{ and } f(b + f(a) - 1). (A triangle is non-degenerate if its vertices are not collinear.) Proposed by Bruno Le Floch, France",6.465233881163085,7.993215
113,"Determine all positive integers n geq 2 for which there exist integers x_1,x_2, ldots ,x_{n-1} satisfying the condition that if 0<i<n,0<j<n, i neq j and n divides 2i+j, then x_i<x_j.",6.467532467532467,7.3282814
265,"There are infinitely many people registered on the social network Mugbook. Some pairs of (different) users are registered as friends, but each person has only finitely many friends. Every user has at least one friend. (Friendship is symmetric; that is, if A is a friend of B, then B is a friend of A.) Each person is required to designate one of their friends as their best friend. If A designates B as her best friend, then (unfortunately) it does not follow that B necessarily designates A as her best friend. Someone designated as a best friend is called a 1-best friend. More generally, if n> 1 is a positive integer, then a user is an n-best friend provided that they have been designated the best friend of someone who is an (n-1)-best friend. Someone who is a k-best friend for every positive integer k is called popular. (a) Prove that every popular person is the best friend of a popular person. (b) Show that if people can have infinitely many friends, then it is possible that a popular person is not the best friend of a popular person. Romania (Dan Schwarz)",6.469387755102041,6.391296
125,"A positive integer n is friendly if the difference of each pair of neighbouring digits of n, written in base 10, is exactly 1. For example, 6787 is friendly, but 211 and 901 are not. Find all odd natural numbers m for which there exists a friendly integer divisible by 64m.",6.476190476190475,7.297236
278,"Prove that for any n natural, the number sum limits_{k=0}^{n} binom{2n+1}{2k+1} 2^{3k} cannot be divided by 5.",6.491071428571429,6.5728006
92,"Let mathbb Q_{>0} be the set of all positive rational numbers. Let f: mathbb Q_{>0} to mathbb R be a function satisfying the following three conditions: (i) for all x,y in mathbb Q_{>0}, we have f(x)f(y) geq f(xy); (ii) for all x,y in mathbb Q_{>0}, we have f(x+y) geq f(x)+f(y); (iii) there exists a rational number a>1 such that f(a)=a. Prove that f(x)=x for all x in mathbb Q_{>0}. Proposed by Bulgaria",6.497695852534562,7.1539726
398,"Determine the polynomials P of two variables so that: a.) for any real numbers t,x,y we have P(tx,ty) = t^n P(x,y) where n is a positive integer, the same for all t,x,y; b.) for any real numbers a,b,c we have P(a + b,c) + P(b + c,a) + P(c + a,b) = 0; c.) P(1,0) =1.",6.537037037037036,6.515112
194,"Given a set M of 1985 distinct positive integers, none of which has a prime divisor greater than 23, prove that M contains a subset of 4 elements whose product is the 4th power of an integer.",6.555023923444976,6.477992
33,"In triangle ABC, point A_1 lies on side BC and point B_1 lies on side AC. Let P and Q be points on segments AA_1 and BB_1, respectively, such that PQ is parallel to AB. Let P_1 be a point on line PB_1, such that B_1 lies strictly between P and P_1, and angle PP_1C= angle BAC. Similarly, let Q_1 be the point on line QA_1, such that A_1 lies strictly between Q and Q_1, and angle CQ_1Q= angle CBA. Prove that points P,Q,P_1, and Q_1 are concyclic. Proposed by Anton Trygub, Ukraine",6.572348746261789,7.613452
384,"Let ABC be a triangle. The circle omega_A through A is tangent to line BC at B. The circle omega_C through C is tangent to line AB at B. Let omega_A and omega_C meet again at D. Let M be the midpoint of line segment [BC], and let E be the intersection of lines MD and AC. Show that E lies on omega_A.",6.607142857142857,6.2789
38,"Let n be a positive integer. n people take part in a certain party. For any pair of the participants, either the two are acquainted with each other or they are not. What is the maximum possible number of the pairs for which the two are not acquainted but have a common acquaintance among the participants?",6.628571428571428,7.3442683
66,"The number 2021 is fantabulous. For any positive integer m, if any element of the set {m, 2m+1, 3m } is fantabulous, then all the elements are fantabulous. Does it follow that the number 2021^{2021} is fantabulous?",6.646545942320589,7.6172104
213,"Show that the solution set of the inequality sum^{70}_{k = 1} frac {k}{x - k} geq frac {5}{4} is a union of disjoint intervals, the sum of whose length is 1988.",6.6684434968017055,7.3842716
172,"Determine all pairs of positive integers (a,b) such that dfrac{a^2}{2ab^2-b^3+1} is a positive integer.",6.70834635823695,7.063855
112,"Let n geq1 be an integer and let t_1<t_2< dots<t_n be positive integers. In a group of t_n+1 people, some games of chess are played. Two people can play each other at most once. Prove that it is possible for the following two conditions to hold at the same time: (i) The number of games played by each person is one of t_1,t_2, dots,t_n. (ii) For every i with 1 leq i leq n, there is someone who has played exactly t_i games of chess.",6.709183673469388,7.6514816
3,"For three points A,B,C in the plane, we define m(ABC) to be the smallest length of the three heights of the triangle ABC, where in the case A, B, C are collinear, we set m(ABC) = 0. Let A, B, C be given points in the plane. Prove that for any point X in the plane, m(ABC) leq m(ABX) + m(AXC) + m(XBC).",6.710480802490489,6.865161
87,"Let ABC be an equilateral triangle. From the vertex A we draw a ray towards the interior of the triangle such that the ray reaches one of the sides of the triangle. When the ray reaches a side, it then bounces off following the law of reflection, that is, if it arrives with a directed angle alpha, it leaves with a directed angle 180^{ circ}- alpha. After n bounces, the ray returns to A without ever landing on any of the other two vertices. Find all possible values of n.",6.757142857142857,7.8452635
84,"Find all functions f from the reals to the reals such that left(f(x)+f(z) right) left(f(y)+f(t) right)=f(xy-zt)+f(xt+yz) for all real x,y,z,t.",6.761109454220101,7.4527025
121,"Consider the cube ABCDA'B'C'D' (with face ABCD directly above face A'B'C'D'). a) Find the locus of the midpoints of the segments XY, where X is any point of AC and Y is any piont of B'D'; b) Find the locus of points Z which lie on the segment XY of part a) with ZY=2XZ.",6.785714285714287,8.107318
361,"For each positive integer ,n, ;S(n) , is defined to be the greatest integer such that, for every positive integer ,k leq S(n), ;n^{2} , can be written as the sum of ,k , positive squares. a.) Prove that ,S(n) leq n^{2}-14 , for each ,n geq 4. b.) Find an integer ,n , such that ,S(n)=n^{2}-14. c.) Prove that there are infintely many integers ,n , such that S(n)=n^{2}-14.",6.7887667887667895,6.12162
138,"Let ABC be an acute triangle with circumcentre O. Let mathit{ Gamma}_B be the circle through A and B that is tangent to AC, and let mathit{ Gamma}_C be the circle through A and C that is tangent to AB. An arbitrary line through A intersects mathit{ Gamma}_B again in X and mathit{ Gamma}_C again in Y. Prove that |OX|=|OY|.",6.794425087108014,7.5910783
44,"Let p,q,n be three positive integers with p + q < n. Let (x_{0},x_{1}, cdots ,x_{n}) be an (n + 1)-tuple of integers satisfying the following conditions : (a) x_{0} = x_{n} = 0, and (b) For each i with 1 leq i leq n, either x_{i} - x_{i - 1} = p or x_{i} - x_{i - 1} = - q. Show that there exist indices i < j with (i,j) neq (0,n), such that x_{i} = x_{j}.",6.795822102425877,8.276596
421,"Let n ge 1 be an integer. In town X there are n girls and n boys, and each girl knows each boy. In town Y there are n girls, g_1,g_2, ldots ,g_n, and 2n-1 boys, b_1,b_2, ldots ,b_{2n-1}. For i=1,2, ldots ,n, girl g_i knows boys b_1,b_2, ldots ,b_{2i-1} and no other boys. Let r be an integer with 1 le r le n. In each of the towns a party will be held where r girls from that town and r boys from the same town are supposed to dance with each other in r dancing pairs. However, every girl only wants to dance with a boy she knows. Denote by X(r) the number of ways in which we can choose r dancing pairs from town X, and by Y(r) the number of ways in which we can choose r dancing pairs from town Y. Prove that X(r)=Y(r) for r=1,2, ldots ,n.",6.80952380952381,7.673275
0,"Determine all real constants t such that whenever a, b and c are the lengths of sides of a triangle, then so are a^2+bct, b^2+cat, c^2+abt.",6.844155844155844,7.2908473
397,"Find all quadruples (a,b,c,d) of positive real numbers such that abcd=1,a^{2012}+2012b=2012c+d^{2012} and 2012a+b^{2012}=c^{2012}+2012d.",6.857142857142858,7.141323
329,"For all positive integers n, k, let f(n, 2k) be the number of ways an n times 2k board can be fully covered by nk dominoes of size 2 times 1. (For example, f(2, 2)=2 and f(3, 2)=3.) Find all positive integers n such that for every positive integer k, the number f(n, 2k) is odd.",6.885456885456885,7.687421
118,"Let ABCD be a fixed convex quadrilateral with BC=DA and BC not parallel with DA. Let two variable points E and F lie of the sides BC and DA, respectively and satisfy BE=DF. The lines AC and BD meet at P, the lines BD and EF meet at Q, the lines EF and AC meet at R. Prove that the circumcircles of the triangles PQR, as E and F vary, have a common point other than P.",6.900584795321638,8.163813
4,"An integer m>1 is rich if for any positive integer n, there exist positive integers x,y,z such that n=mx^2-y^2-z^2. An integer m>1 is poor if it is not rich. Find a poor integer. Find a rich integer.",6.904761904761905,7.7643633
32,"Let x_1,x_2, ldots,x_n be real numbers satisfying x_1^2+x_2^2+ ldots+x_n^2=1. Prove that for every integer k ge2 there are integers a_1,a_2, ldots,a_n, not all zero, such that |a_i| le k-1 for all i, and |a_1x_1+a_2x_2+ ldots+a_nx_n| le{(k-1) sqrt n over k^n-1}.",6.919831223628692,7.9555516
312,"Two squirrels, Bushy and Jumpy, have collected 2021 walnuts for the winter. Jumpy numbers the walnuts from 1 through 2021, and digs 2021 little holes in a circular pattern in the ground around their favourite tree. The next morning Jumpy notices that Bushy had placed one walnut into each hole, but had paid no attention to the numbering. Unhappy, Jumpy decides to reorder the walnuts by performing a sequence of 2021 moves. In the k-th move, Jumpy swaps the positions of the two walnuts adjacent to walnut k. Prove that there exists a value of k such that, on the k-th move, Jumpy swaps some walnuts a and b such that a<k<b.",6.925917378259867,6.5030355
67,"Is it possible to choose 1983 distinct positive integers, all less than or equal to 10^5, no three of which are consecutive terms of an arithmetic progression?",6.928571428571429,7.855555
371,"Let k and n be integers such that k ge 2 and k le n le 2k-1. Place rectangular tiles, each of size 1 times k, or k times 1 on a n times n chessboard so that each tile covers exactly k cells and no two tiles overlap. Do this until no further tile can be placed in this way. For each such k and n, determine the minimum number of tiles that such an arrangement may contain.",6.938775510204081,7.3760247
15,In a plane a set of n geq 3 points is given. Each pair of points is connected by a segment. Let d be the length of the longest of these segments. We define a diameter of the set to be any connecting segment of length d. Prove that the number of diameters of the given set is at most n.,6.944444444444445,7.289878
148,"Given real numbers x_1,x_2,y_1,y_2,z_1,z_2 satisfying x_1>0,x_2>0,x_1y_1>z_1^2, and x_2y_2>z_2^2, prove that: {8 over(x_1+x_2)(y_1+y_2)-(z_1+z_2)^2} le{1 over x_1y_1-z_1^2}+{1 over x_2y_2-z_2^2}. Give necessary and sufficient conditions for equality.",6.953125,7.957726
359,"Let m, n be positive integers with m > 1. Anastasia partitions the integers 1, 2, dots , 2m into m pairs. Boris then chooses one integer from each pair and finds the sum of these chosen integers. Prove that Anastasia can select the pairs so that Boris cannot make his sum equal to n.",6.9593709043250325,6.5021157
368,"Let a, b and c be the lengths of the sides of a triangle. Prove that a^{2}b(a - b) + b^{2}c(b - c) + c^{2}a(c - a) ge 0. Determine when equality occurs.",6.9642857142857135,6.729008
46,"Consider a cone of revolution with an inscribed sphere tangent to the base of the cone. A cylinder is circumscribed about this sphere so that one of its bases lies in the base of the cone. let V_1 be the volume of the cone and V_2 be the volume of the cylinder. a) Prove that V_1 neq V_2; b) Find the smallest number k for which V_1=kV_2; for this case, construct the angle subtended by a diamter of the base of the cone at the vertex of the cone.",6.9642857142857135,7.884866
352,"Let n geqslant 0 be an integer, and let a_0,a_1, dots,a_n be real numbers. Show that there exists k in {0,1, dots,n } such that a_0+a_1x+a_2x^2+ cdots+a_nx^n leqslant a_0+a_1+ cdots+a_kfor all real numbers x in[0,1].",6.996336996336996,7.0367517
233,"Given 100 coplanar points, no three collinear, prove that at most 70 % of the triangles formed by the points have all angles acute.",7.0,7.6575255
191,"For all integers n ge 2 with the following property: for each pair of positive divisors k,~ ell <n, at least one of the numbers 2k- ell and 2 ell-k is a (not necessarily positive) divisor of n as well.",7.0,8.045383
375,Determine all integers n > 1 such that frac {2^n + 1}{n^2} is an integer.,7.012987012987013,7.3103204
305,"Show that there exists a set A of positive integers with the following property: for any infinite set S of primes, there exist two positive integers m in A and n not in A, each of which is a product of k distinct elements of S for some k geq 2.",7.012987012987013,6.9395943
337,"Let n ge 2 be an integer, and let a_1, a_2, cdots , a_n be positive integers. Show that there exist positive integers b_1, b_2, cdots, b_n satisfying the following three conditions: text{(A)} a_i le b_i for i=1, 2, cdots , n; text{(B)} the remainders of b_1, b_2, cdots, b_n on division by n are pairwise different; and text{(C)} b_1+b_2+ cdots b_n le n left( frac{n-1}{2}+ left lfloor frac{a_1+a_2+ cdots a_n}{n} right rfloor right) (Here, lfloor x rfloor denotes the integer part of real number x, that is, the largest integer that does not exceed x.)",7.026239067055393,6.581602
140,"Let n and k be positive integers with k geq n and k - n an even number. Let 2n lamps labelled 1, 2, ..., 2n be given, each of which can be either on or off. Initially all the lamps are off. We consider sequences of steps: at each step one of the lamps is switched (from on to off or from off to on). Let N be the number of such sequences consisting of k steps and resulting in the state where lamps 1 through n are all on, and lamps n + 1 through 2n are all off. Let M be number of such sequences consisting of k steps, resulting in the state where lamps 1 through n are all on, and lamps n + 1 through 2n are all off, but where none of the lamps n + 1 through 2n is ever switched on. Determine frac {N}{M}. Author: Bruno Le Floch and Ilia Smilga, France",7.033377837116155,8.184093
43,"Into each box of a 2012 times 2012 square grid, a real number greater than or equal to 0 and less than or equal to 1 is inserted. Consider splitting the grid into 2 non-empty rectangles consisting of boxes of the grid by drawing a line parallel either to the horizontal or the vertical side of the grid. Suppose that for at least one of the resulting rectangles the sum of the numbers in the boxes within the rectangle is less than or equal to 1 , no matter how the grid is split into 2 such rectangles. Determine the maximum possible value for the sum of all the 2012 times 2012 numbers inserted into the boxes.",7.042857142857143,7.907936
212,"Let triangle ABC be a triangle with circumcircle Gamma, and let I be the center of the incircle of triangle ABC. The lines AI, BI and CI intersect Gamma in D ne A, E ne B and F ne C. The tangent lines to Gamma in F, D and E intersect the lines AI, BI and CI in R, S and T, respectively. Prove that vert AR vert cdot vert BS vert cdot vert CT vert = vert ID vert cdot vert IE vert cdot vert IF vert.",7.047619047619048,7.976476
71,"A circle omega passes through the two vertices B and C of a triangle ABC. Furthermore, omega intersects segment AC in D ne C and segment AB in E ne B. On the ray from B through D lies a point K such that |BK| = |AC|, and on the ray from C through E lies a point L such that |CL| = |AB|. Show that the circumcentre O of triangle AKL lies on omega.",7.056277056277056,7.970002
346,"Find all integers n satisfying n geq 2 and dfrac{ sigma(n)}{p(n)-1} = n, in which sigma(n) denotes the sum of all positive divisors of n, and p(n) denotes the largest prime divisor of n.",7.071428571428572,6.897242
288,"Find all integers n for which each cell of n times n table can be filled with one of the letters I,M and O in such a way that: in each row and each column, one third of the entries are I, one third are M and one third are O; and in any diagonal, if the number of entries on the diagonal is a multiple of three, then one third of the entries are I, one third are M and one third are O. Note. The rows and columns of an n times n table are each labelled 1 to n in a natural order. Thus each cell corresponds to a pair of positive integer (i,j) with 1 le i,j le n. For n>1, the table has 4n-2 diagonals of two types. A diagonal of first type consists all cells (i,j) for which i+j is a constant, and the diagonal of this second type consists all cells (i,j) for which i-j is constant.",7.095396298054105,7.2896934
107,"Let P be a point inside a triangle ABC such that angle APB - angle ACB = angle APC - angle ABC. Let D, E be the incenters of triangles APB, APC, respectively. Show that the lines AP, BD, CE meet at a point.",7.099056603773586,7.6711054
418,"Let n > 1 be an integer and let f(x) = x^n + 5 cdot x^{n-1} + 3. Prove that there do not exist polynomials g(x),h(x), each having integer coefficients and degree at least one, such that f(x) = g(x) cdot h(x).",7.1048080249048775,7.411817
111,"For every real number x_1, construct the sequence x_1,x_2, ldots by setting: x_{n+1}=x_n(x_n+{1 over n}). Prove that there exists exactly one value of x_1 which gives 0<x_n<x_{n+1}<1 for all n.",7.115516062884484,8.261475
308,"The country Dreamland consists of 2016 cities. The airline Starways wants to establish some one-way flights between pairs of cities in such a way that each city has exactly one flight out of it. Find the smallest positive integer k such that no matter how Starways establishes its flights, the cities can always be partitioned into k groups so that from any city it is not possible to reach another city in the same group by using at most 28 flights. Warut Suksompong, Thailand",7.142857142857143,7.452016
271,"Prove that for every positive integer m we can find a finite set S of points in the plane, such that given any point A of S, there are exactly m points in S at unit distance from A.",7.204968944099379,6.9702826
